availability,time
0.5093984962406015,2008-10-23T06:01:57Z
0.6337876614060258,2008-10-23T11:10:29Z
0.6693635382955772,2008-10-23T12:04:28Z
0.7151810584958217,2008-10-24T00:15:00Z
0.7228527867186176,2008-10-24T00:23:18Z
0.7352222062419099,2008-10-24T02:03:11Z
0.7162668145888227,2008-10-24T02:32:37Z
0.7026812838462555,2008-10-24T03:22:35Z
0.7107055648374245,2008-10-24T03:29:40Z
0.7190113593808514,2008-10-24T03:37:05Z
0.728991090777751,2008-10-24T03:46:55Z
0.7501387501387501,2008-10-24T04:01:48Z
0.7593285576820271,2008-10-24T04:13:35Z
0.7478941631156476,2008-10-24T05:40:23Z
0.7422134994453452,2008-10-24T06:35:50Z
0.7421501706484641,2008-10-24T23:44:06Z
0.7486484238542793,2008-10-24T23:53:47Z
0.7610467289719626,2008-10-25T00:20:54Z
0.7665079160767152,2008-10-25T01:05:21Z
0.788319038450318,2008-10-25T01:36:37Z
0.7983436162525708,2008-10-25T01:58:49Z
0.8078695122597045,2008-10-25T02:20:59Z
0.823073672348218,2008-10-25T03:04:43Z
0.8164641751743891,2008-10-25T03:15:53Z
0.8137980212140119,2008-10-25T03:40:07Z
0.8155082575289234,2008-10-25T03:46:57Z
0.818110579016108,2008-10-25T03:57:39Z
0.8203165319112334,2008-10-25T04:06:13Z
0.8246159012677357,2008-10-25T04:20:17Z
0.8283061736132874,2008-10-25T05:00:17Z
0.825855917406817,2008-10-25T05:27:35Z
0.8240132182852946,2008-10-25T05:56:49Z
0.8259243117600058,2008-10-25T06:06:53Z
0.841695317491709,2008-10-25T08:10:19Z
0.845296146527117,2008-10-25T08:28:14Z
0.8420791356402394,2008-10-25T08:49:37Z
0.8436316024069535,2008-10-25T09:32:22Z
0.8446486396723035,2008-10-25T09:40:17Z
0.8460406318168677,2008-10-25T10:39:20Z
0.8389441953542569,2008-10-25T11:06:43Z
0.8421627525942108,2008-10-25T11:23:26Z
0.8421705888193823,2008-10-25T11:30:01Z
0.8420242734109354,2008-10-25T23:14:35Z
0.825524246395806,2008-10-26T00:20:42Z
0.8097973268105181,2008-10-26T03:27:37Z
0.8118893367379239,2008-10-26T04:12:25Z
0.8133150449362294,2008-10-26T05:02:20Z
0.8100942310318591,2008-10-26T07:08:15Z
0.8088792036787383,2008-10-26T09:00:41Z
0.8194168776948875,2008-10-26T11:23:11Z
0.8194168776948875,2008-10-26T22:21:56Z
0.8229146253837611,2008-10-27T00:33:32Z
0.8210610674787626,2008-10-27T04:26:43Z
0.8212455131119019,2008-10-27T04:55:07Z
0.8199820121573006,2008-10-27T11:28:05Z
0.8154252509244585,2008-10-27T12:10:19Z
0.8160776056549857,2008-10-27T12:18:14Z
0.817406754860095,2008-10-27T12:35:18Z
0.8173823459149546,2008-10-27T14:04:52Z
0.8173239497680602,2008-10-28T00:07:32Z
0.8151360837792738,2008-10-28T10:33:22Z
0.8146612912384306,2008-10-28T11:05:38Z
0.8135567211651136,2008-10-28T13:42:05Z
0.8135340233797395,2008-10-28T15:00:05Z
0.8127081662339075,2008-10-29T00:02:06Z
0.8136480454483971,2008-10-29T00:15:45Z
0.8076689465761745,2008-10-29T11:35:33Z
0.8068620144091843,2008-10-29T12:00:08Z
0.8068409147369935,2008-10-29T13:46:16Z
0.806957317770912,2008-10-30T00:17:33Z
0.8073394495412844,2008-10-30T00:23:11Z
0.8072984735633351,2008-10-30T04:51:39Z
0.8059495418601732,2008-10-30T05:32:35Z
0.8044636950307691,2008-10-30T05:58:07Z
0.8057656540607564,2008-10-30T06:13:24Z
0.8079257451843496,2008-10-30T06:38:05Z
0.8059831045148355,2008-10-30T06:59:37Z
0.8046210316495698,2008-10-30T08:16:17Z
0.8017342987034854,2008-10-30T13:28:59Z
0.8033121353489315,2008-10-30T13:43:21Z
0.8032929666527471,2008-10-30T13:58:51Z
0.8030514954425717,2008-10-31T00:12:58Z
0.8036511109045272,2008-10-31T00:20:21Z
0.801405244242081,2008-10-31T05:59:56Z
0.7994815966822187,2008-10-31T06:19:30Z
0.8035040978979928,2008-10-31T06:55:51Z
0.8044884755357865,2008-10-31T07:06:34Z
0.803406972460678,2008-10-31T08:06:33Z
0.7978185163282738,2008-11-01T01:11:28Z
0.7982493525227027,2008-11-01T01:17:52Z
0.7954254742547425,2008-11-01T01:48:48Z
0.777790284784544,2008-11-01T05:29:51Z
0.7742663883424993,2008-11-01T06:14:32Z
0.7729844976686725,2008-11-01T06:52:01Z
0.771493347652288,2008-11-01T07:15:20Z
0.7706045315128129,2008-11-01T08:09:18Z
0.7694498930539264,2008-11-02T03:14:57Z
0.768932457179791,2008-11-02T03:36:52Z
0.768932457179791,2008-11-02T04:19:07Z
0.771778753695571,2008-11-02T10:24:38Z
0.7725621442260934,2008-11-02T10:36:23Z
0.7739971817754815,2008-11-02T11:28:42Z
0.780100963412092,2008-11-02T13:10:19Z
0.7800868233353574,2008-11-02T14:10:14Z
0.7800373371032933,2008-11-02T23:34:59Z
0.7791417610848426,2008-11-03T00:54:33Z
0.7785155699591376,2008-11-03T13:56:26Z
0.7785194709125174,2008-11-03T14:05:26Z
0.7785126150323631,2008-11-03T23:37:30Z
0.7760083437045348,2008-11-03T23:56:23Z
0.7767548708028188,2008-11-04T00:33:17Z
0.7760559022226806,2008-11-04T05:58:13Z
0.7763135302197802,2008-11-04T06:04:27Z
0.7755544882240939,2008-11-04T06:27:39Z
0.7784616166062781,2008-11-04T06:56:19Z
0.7785635969500917,2008-11-04T12:46:10Z
0.779572759235499,2008-11-04T13:02:18Z
0.7819874062773865,2008-11-04T14:40:12Z
0.7819556803336551,2008-11-04T23:44:41Z
0.7830733959766217,2008-11-05T00:03:31Z
0.7835137922144882,2008-11-05T00:11:59Z
0.7835678444575102,2008-11-05T00:15:35Z
0.7839244026229613,2008-11-05T00:42:44Z
0.782685582107698,2008-11-05T11:20:14Z
0.7834122775268699,2008-11-05T11:33:10Z
0.7838544529421926,2008-11-05T11:45:55Z
0.7853912962125583,2008-11-05T12:07:05Z
0.78640417764222,2008-11-05T12:38:08Z
0.814399224033696,2008-11-06T00:11:10Z
0.8136424579522374,2008-11-06T05:16:43Z
0.8145998415213946,2008-11-06T05:36:21Z
0.8141263212840923,2008-11-06T14:06:24Z
0.814592863971461,2008-11-07T00:17:21Z
0.814655831252866,2008-11-07T04:10:18Z
0.8159883151125809,2008-11-07T04:35:04Z
0.8155654564413688,2008-11-07T10:22:26Z
0.814697005748062,2008-11-07T10:57:37Z
0.8152003546874317,2008-11-07T11:12:02Z
0.8145245042282775,2008-11-07T14:08:14Z
0.8151852887198123,2008-11-07T17:03:02Z
0.815155566358775,2008-11-08T03:44:04Z
0.8165656565656566,2008-11-08T04:10:04Z
0.816428145497913,2008-11-08T04:47:41Z
0.8164946027824348,2008-11-08T07:41:38Z
0.8200586325803951,2008-11-08T11:47:06Z
0.8195109357548954,2008-11-09T03:35:34Z
0.8191743165399292,2008-11-09T04:00:46Z
0.8203465457794539,2008-11-09T05:01:21Z
0.8203760844902143,2008-11-09T05:05:53Z
0.819021994728265,2008-11-09T08:35:06Z
0.8184060186239119,2008-11-09T09:07:49Z
0.8187615263432391,2008-11-09T09:36:25Z
0.8170289758097756,2008-11-10T23:49:18Z
0.8162867522093814,2008-11-11T00:17:37Z
0.8151600942290018,2008-11-11T12:00:22Z
0.8153619686281545,2008-11-11T12:06:54Z
0.8154885243827209,2008-11-11T12:14:16Z
0.8154756255733764,2008-11-11T23:42:38Z
0.8139671728217626,2008-11-12T00:36:20Z
0.8118154197720013,2008-11-12T06:09:58Z
0.8119033405144445,2008-11-12T06:18:36Z
0.8119287245472617,2008-11-12T06:24:22Z
0.8118655151653553,2008-11-12T06:36:01Z
0.8118360208217642,2008-11-12T06:39:21Z
0.8120515904283996,2008-11-12T06:46:42Z
0.8120347523171667,2008-11-12T07:15:16Z
0.8125216510090016,2008-11-12T07:28:54Z
0.8114499162238744,2008-11-12T13:12:49Z
0.8114416006968462,2008-11-12T23:45:06Z
0.8110706355459597,2008-11-12T23:54:53Z
0.8089706307760235,2008-11-13T00:34:07Z
0.8086537100329646,2008-11-13T00:57:19Z
0.8089049119405397,2008-11-13T01:06:43Z
0.8081178392770696,2008-11-13T02:25:24Z
0.8075073196366457,2008-11-13T12:38:35Z
0.8074992367634768,2008-11-13T13:47:00Z
0.8074911540521198,2008-11-13T23:46:00Z
0.8081177528889592,2008-11-14T00:32:24Z
0.8075269029324443,2008-11-14T13:14:47Z
0.807243122669274,2008-11-14T13:39:02Z
0.8074370754309499,2008-11-14T13:45:45Z
0.8076730756032277,2008-11-14T13:53:20Z
0.8076489290332617,2008-11-14T14:33:36Z
0.8063616017362154,2008-11-15T00:47:39Z
0.8060193922978288,2008-11-15T01:24:58Z
0.8080211476076532,2008-11-15T03:11:32Z
0.809010695812952,2008-11-15T04:11:46Z
0.8095287000037346,2008-11-15T04:25:27Z
0.809819897084048,2008-11-15T04:35:45Z
0.8077135548922303,2008-11-15T04:58:59Z
0.8056410114279907,2008-11-15T05:21:54Z
0.8053316144478464,2008-11-15T05:37:38Z
0.8077685913578321,2008-11-15T09:27:33Z
0.8060231940831601,2008-11-15T09:52:10Z
0.8053091478048716,2008-11-15T10:12:20Z
0.8053134502510431,2008-11-15T10:19:45Z
0.8052529466617758,2008-11-16T02:44:46Z
0.8045066593472663,2008-11-16T04:00:10Z
0.8053572203183967,2008-11-16T04:20:11Z
0.8042393798986706,2008-11-16T04:43:06Z
0.8035301852028062,2008-11-16T04:52:50Z
0.8037016870635415,2008-11-16T04:59:32Z
0.8057980556291844,2008-11-16T05:45:39Z
